"","image_file","category","subcategory","current_height","current_width","source","searched_label","resize_factor","H","FA","n_resp","memorability_wo_fa_correction","memorability_w_fa_correction" 
"406","n02430045_2537.jpg","animal","deer",500,375,"imagenet","deer, cervid",1,71,10,93,0.763440860215054,0.655913978494624
"407","n02430045_2970.jpg","animal","deer",338,450,"imagenet","deer, cervid",1,94,9,114,0.824561403508772,0.745614035087719
"408","n02430045_3429.jpg","animal","deer",333,500,"imagenet","deer, cervid",1,60,6,88,0.681818181818182,0.613636363636364
"409","n02430045_3448.jpg","animal","deer",375,500,"imagenet","deer, cervid",1,77,6,96,0.802083333333333,0.739583333333333
"410","n02430045_3541.jpg","animal","deer",375,500,"imagenet","deer, cervid",1,76,4,93,0.817204301075269,0.774193548387097
"411","n02430045_3544.jpg","animal","deer",333,500,"imagenet","deer, cervid",1,87,1,103,0.844660194174757,0.83495145631068
"412","n02430045_3668.jpg","animal","deer",375,500,"imagenet","deer, cervid",1,61,10,89,0.685393258426966,0.573033707865168
"413","n02430045_3946.jpg","animal","deer",333,500,"imagenet","deer, cervid",1,79,14,99,0.797979797979798,0.656565656565657
"414","n02430045_3966.jpg","animal","deer",375,500,"imagenet","deer, cervid",1,56,6,88,0.636363636363636,0.568181818181818
"415","n02430045_4014.jpg","animal","deer",361,500,"imagenet","deer, cervid",1,68,7,96,0.708333333333333,0.635416666666667
"416","n02430045_4065.jpg","animal","deer",416,500,"imagenet","deer, cervid",1,62,6,83,0.746987951807229,0.674698795180723
"417","n02430045_4172.jpg","animal","deer",375,500,"imagenet","deer, cervid",1,68,15,87,0.781609195402299,0.609195402298851
"418","n02430045_4240.jpg","animal","deer",313,500,"imagenet","deer, cervid",1,81,3,105,0.771428571428571,0.742857142857143
"419","n02430045_4491.jpg","animal","deer",500,375,"imagenet","deer, cervid",1,65,6,94,0.691489361702128,0.627659574468085
"420","n02430045_4675.jpg","animal","deer",333,500,"imagenet","deer, cervid",1,78,4,88,0.886363636363636,0.840909090909091
"421","n02430045_4757.jpg","animal","deer",326,500,"imagenet","deer, cervid",1,93,7,113,0.823008849557522,0.761061946902655
"422","n02430045_4873.jpg","animal","deer",353,500,"imagenet","deer, cervid",1,66,5,85,0.776470588235294,0.717647058823529
"423","n02430045_4987.jpg","animal","deer",400,500,"imagenet","deer, cervid",1,67,4,103,0.650485436893204,0.611650485436893
"424","n02430045_5322.jpg","animal","deer",375,500,"imagenet","deer, cervid",1,51,8,79,0.645569620253165,0.544303797468354
"425","n02430045_5497.jpg","animal","deer",302,500,"imagenet","deer, cervid",1,77,7,96,0.802083333333333,0.729166666666667
"426","n02430045_5590.jpg","animal","deer",375,500,"imagenet","deer, cervid",1,86,3,110,0.781818181818182,0.754545454545455
"427","n02430045_5788.jpg","animal","deer",313,500,"imagenet","deer, cervid",1,68,5,100,0.68,0.63
"428","n02430045_5793.jpg","animal","deer",330,500,"imagenet","deer, cervid",1,64,2,93,0.688172043010753,0.666666666666667
"429","n02430045_5804.jpg","animal","deer",500,357,"imagenet","deer, cervid",1,103,4,117,0.88034188034188,0.846153846153846
"430","n02430045_5913.jpg","animal","deer",375,500,"imagenet","deer, cervid",1,78,8,93,0.838709677419355,0.752688172043011
"431","n02430045_5923.jpg","animal","deer",406,500,"imagenet","deer, cervid",1,87,16,107,0.813084112149533,0.663551401869159
"432","n02430045_5975.jpg","animal","deer",333,500,"imagenet","deer, cervid",1,67,8,91,0.736263736263736,0.648351648351648
"433","n02430045_6047.jpg","animal","deer",333,500,"imagenet","deer, cervid",1,63,4,81,0.777777777777778,0.728395061728395
"434","n02430045_6255.jpg","animal","deer",401,500,"imagenet","deer, cervid",1,77,6,95,0.810526315789474,0.747368421052632
"435","n02430045_6289.jpg","animal","deer",333,500,"imagenet","deer, cervid",1,88,9,117,0.752136752136752,0.675213675213675
"436","n02430045_6571.jpg","animal","deer",333,500,"imagenet","deer, cervid",1,79,2,99,0.797979797979798,0.777777777777778
"437","n02430045_972.jpg","animal","deer",500,333,"imagenet","deer, cervid",1,77,7,89,0.865168539325843,0.786516853932584
"438","n02431337_2676.jpg","animal","deer",500,334,"imagenet","hart, stag",1,73,8,90,0.811111111111111,0.722222222222222
"439","n02431337_6373.jpg","animal","deer",386,500,"imagenet","hart, stag",1,81,2,110,0.736363636363636,0.718181818181818
"440","n02431441_110.jpg","animal","deer",352,500,"imagenet","hind",1,76,7,91,0.835164835164835,0.758241758241758
"441","n02431441_12219.jpg","animal","deer",270,350,"imagenet","hind",1,76,11,103,0.737864077669903,0.631067961165049
"442","n02431441_12391.jpg","animal","deer",300,400,"imagenet","hind",1,42,0,103,0.407766990291262,0.407766990291262
"443","n02431441_1782.jpg","animal","deer",404,500,"imagenet","hind",1,85,10,107,0.794392523364486,0.700934579439252
"444","n02431441_4277.jpg","animal","deer",500,306,"imagenet","hind",1,75,0,97,0.77319587628866,0.77319587628866
"445","n02431441_4390.jpg","animal","deer",331,500,"imagenet","hind",1,76,7,99,0.767676767676768,0.696969696969697
"446","n02431441_574.jpg","animal","deer",404,500,"imagenet","hind",1,70,5,104,0.673076923076923,0.625
"447","n02431441_6672.jpg","animal","deer",202,312,"imagenet","hind",1,69,3,114,0.605263157894737,0.578947368421053
"448","n02431441_6696.jpg","animal","deer",411,500,"imagenet","hind",1,88,12,114,0.771929824561403,0.666666666666667
"449","n02431441_6984.jpg","animal","deer",309,399,"imagenet","hind",1,78,14,104,0.75,0.615384615384615
"450","n02431441_8356.jpg","animal","deer",334,500,"imagenet","hind",1,89,13,106,0.839622641509434,0.716981132075472
"451","n02431628_2953.jpg","animal","deer",500,417,"imagenet","sambar, sambur, Cervus unicolor",1,80,3,111,0.720720720720721,0.693693693693694
"452","n02431628_3572.jpg","animal","deer",375,500,"imagenet","sambar, sambur, Cervus unicolor",1,66,9,100,0.66,0.57
"453","n02431628_4958.jpg","animal","deer",356,500,"imagenet","sambar, sambur, Cervus unicolor",1,74,3,112,0.660714285714286,0.633928571428571
"454","n02431628_6620.jpg","animal","deer",500,334,"imagenet","sambar, sambur, Cervus unicolor",1,68,4,97,0.701030927835051,0.65979381443299
"455","n02431628_6756.jpg","animal","deer",500,333,"imagenet","sambar, sambur, Cervus unicolor",1,75,5,91,0.824175824175824,0.769230769230769
"456","n02431785_13508.jpg","animal","deer",375,500,"imagenet","wapiti, elk, American elk, Cervus elaphus canadensis",1,77,13,98,0.785714285714286,0.653061224489796
"457","n02431785_21925.jpg","animal","deer",375,500,"imagenet","wapiti, elk, American elk, Cervus elaphus canadensis",1,80,9,105,0.761904761904762,0.676190476190476
"458","n02431785_24562.jpg","animal","deer",500,500,"imagenet","wapiti, elk, American elk, Cervus elaphus canadensis",1,70,9,86,0.813953488372093,0.709302325581395
"459","n02431785_25175.jpg","animal","deer",381,500,"imagenet","wapiti, elk, American elk, Cervus elaphus canadensis",1,60,2,113,0.530973451327434,0.513274336283186
"460","n02431785_3713.jpg","animal","deer",333,500,"imagenet","wapiti, elk, American elk, Cervus elaphus canadensis",1,81,3,101,0.801980198019802,0.772277227722772
"461","n02431785_3863.jpg","animal","deer",334,500,"imagenet","wapiti, elk, American elk, Cervus elaphus canadensis",1,48,5,87,0.551724137931034,0.494252873563218
"462","n02431785_6514.jpg","animal","deer",375,500,"imagenet","wapiti, elk, American elk, Cervus elaphus canadensis",1,97,7,116,0.836206896551724,0.775862068965517
"463","n02432983_11100.jpg","animal","deer",333,500,"imagenet","elk, European elk, moose, Alces alces",1,76,6,109,0.697247706422018,0.642201834862385
"464","n02432983_12479.jpg","animal","deer",375,500,"imagenet","elk, European elk, moose, Alces alces",1,78,9,101,0.772277227722772,0.683168316831683
"465","n02432983_13135.jpg","animal","deer",333,500,"imagenet","elk, European elk, moose, Alces alces",1,78,12,117,0.666666666666667,0.564102564102564
"466","n02432983_15990.jpg","animal","deer",500,375,"imagenet","elk, European elk, moose, Alces alces",1,69,8,100,0.69,0.61
"467","n02432983_20323.jpg","animal","deer",333,500,"imagenet","elk, European elk, moose, Alces alces",1,73,8,92,0.793478260869565,0.706521739130435
"468","n02432983_20980.jpg","animal","deer",375,500,"imagenet","elk, European elk, moose, Alces alces",1,98,5,113,0.867256637168142,0.823008849557522
"469","n02432983_23360.jpg","animal","deer",400,500,"imagenet","elk, European elk, moose, Alces alces",1,98,3,117,0.837606837606838,0.811965811965812
"470","n02432983_23378.jpg","animal","deer",333,500,"imagenet","elk, European elk, moose, Alces alces",1,55,3,98,0.561224489795918,0.530612244897959
"471","n02432983_25277.jpg","animal","deer",370,500,"imagenet","elk, European elk, moose, Alces alces",1,76,4,117,0.64957264957265,0.615384615384615
"472","n02432983_25342.jpg","animal","deer",269,500,"imagenet","elk, European elk, moose, Alces alces",1,70,3,93,0.752688172043011,0.720430107526882
"473","n02432983_26897.jpg","animal","deer",334,500,"imagenet","elk, European elk, moose, Alces alces",1,60,5,112,0.535714285714286,0.491071428571429
"474","n02432983_27024.jpg","animal","deer",334,500,"imagenet","elk, European elk, moose, Alces alces",1,88,7,104,0.846153846153846,0.778846153846154
"475","n02432983_2922.jpg","animal","deer",333,500,"imagenet","elk, European elk, moose, Alces alces",1,77,7,98,0.785714285714286,0.714285714285714
"476","n02432983_5356.jpg","animal","deer",375,500,"imagenet","elk, European elk, moose, Alces alces",1,55,4,81,0.679012345679012,0.62962962962963
"477","n02432983_7830.jpg","animal","deer",400,535,"imagenet","elk, European elk, moose, Alces alces",1,88,8,98,0.897959183673469,0.816326530612245
"478","n02433729_2259.jpg","animal","deer",500,381,"imagenet","roebuck",1,67,7,91,0.736263736263736,0.659340659340659
"479","n02433729_3376.jpg","animal","deer",375,500,"imagenet","roebuck",1,78,14,103,0.757281553398058,0.621359223300971
"480","n02433729_8491.jpg","animal","deer",474,586,"imagenet","roebuck",1,79,1,97,0.814432989690722,0.804123711340206
"481","n02433729_8495.jpg","animal","deer",335,274,"imagenet","roebuck",1,80,3,101,0.792079207920792,0.762376237623762
"482","n02433729_8548.jpg","animal","deer",319,425,"imagenet","roebuck",1,79,11,104,0.759615384615385,0.653846153846154
"483","n02433729_8950.jpg","animal","deer",396,600,"imagenet","roebuck",1,63,1,95,0.663157894736842,0.652631578947368
"484","n02433925_23052.jpg","animal","deer",256,300,"imagenet","caribou, reindeer, Greenland caribou, Rangifer tarandus",1,64,1,119,0.53781512605042,0.529411764705882
"485","n02434954_1542.jpg","animal","deer",387,576,"imagenet","muntjac, barking deer",1,60,3,99,0.606060606060606,0.575757575757576
"486","n02434954_1883.jpg","animal","deer",333,500,"imagenet","muntjac, barking deer",1,61,4,90,0.677777777777778,0.633333333333333
"487","n02434954_2920.jpg","animal","deer",375,500,"imagenet","muntjac, barking deer",1,65,5,115,0.565217391304348,0.521739130434783
"488","n02434954_3310.jpg","animal","deer",333,500,"imagenet","muntjac, barking deer",1,68,4,90,0.755555555555556,0.711111111111111
"489","n02434954_3412.jpg","animal","deer",375,500,"imagenet","muntjac, barking deer",1,52,2,93,0.559139784946237,0.537634408602151
"490","n02434954_3668.jpg","animal","deer",342,500,"imagenet","muntjac, barking deer",1,79,5,106,0.745283018867924,0.69811320754717
"491","n02434954_4276.jpg","animal","deer",375,500,"imagenet","muntjac, barking deer",1,87,2,109,0.798165137614679,0.779816513761468
"492","n02434954_4936.jpg","animal","deer",375,500,"imagenet","muntjac, barking deer",1,49,8,80,0.6125,0.5125
"493","n02434954_5115.jpg","animal","deer",333,500,"imagenet","muntjac, barking deer",1,59,10,100,0.59,0.49
"494","n02434954_5509.jpg","animal","deer",333,500,"imagenet","muntjac, barking deer",1,68,11,90,0.755555555555556,0.633333333333333
"495","n02434954_5901.jpg","animal","deer",375,500,"imagenet","muntjac, barking deer",1,69,5,88,0.784090909090909,0.727272727272727
"496","n02434954_612.jpg","animal","deer",230,300,"imagenet","muntjac, barking deer",1,70,9,98,0.714285714285714,0.622448979591837
"497","n02434954_6144.jpg","animal","deer",375,500,"imagenet","muntjac, barking deer",1,65,6,108,0.601851851851852,0.546296296296296
"498","n02434954_6168.jpg","animal","deer",376,500,"imagenet","muntjac, barking deer",1,63,2,96,0.65625,0.635416666666667
"499","n02434954_7106.jpg","animal","deer",375,500,"imagenet","muntjac, barking deer",1,75,1,103,0.728155339805825,0.718446601941748
"500","000000017004.jpg","animal","dog",376,500,"coco","dog",1,85,4,113,0.752212389380531,0.716814159292035
"501","000000019528.jpg","animal","dog",480,640,"coco","dog",1,76,1,83,0.91566265060241,0.903614457831325
"502","000000020221.jpg","animal","dog",480,640,"coco","dog",1,70,0,83,0.843373493975904,0.843373493975904
"503","000000021048.jpg","animal","dog",392,500,"coco","dog",1,73,2,95,0.768421052631579,0.747368421052632
"504","000000021566.jpg","animal","dog",480,640,"coco","dog",1,80,3,86,0.930232558139535,0.895348837209302
"505","000000034321.jpg","animal","dog",360,500,"coco","dog",1,70,0,94,0.74468085106383,0.74468085106383
"506","000000046345.jpg","animal","dog",480,640,"coco","dog",1,94,1,109,0.862385321100917,0.853211009174312
"507","000000093816.jpg","animal","dog",375,500,"coco","dog",1,90,4,100,0.9,0.86
"508","000000098709.jpg","animal","dog",375,500,"coco","dog",1,93,4,118,0.788135593220339,0.754237288135593
"509","000000103331.jpg","animal","dog",427,640,"coco","dog",1,81,0,100,0.81,0.81
"510","000000107716.jpg","animal","dog",427,640,"coco","dog",1,78,3,92,0.847826086956522,0.815217391304348
"511","000000120874.jpg","animal","dog",333,500,"coco","dog",1,72,1,81,0.888888888888889,0.876543209876543
"512","000000131714.jpg","animal","dog",480,640,"coco","dog",1,92,0,111,0.828828828828829,0.828828828828829
"513","000000136132.jpg","animal","dog",410,640,"coco","dog",1,65,1,81,0.802469135802469,0.790123456790123
"514","000000157119.jpg","animal","dog",428,640,"coco","dog",1,72,5,90,0.8,0.744444444444444
"515","000000162735.jpg","animal","dog",459,640,"coco","dog",1,112,3,132,0.848484848484849,0.825757575757576
"516","000000189600.jpg","animal","dog",480,640,"coco","dog",1,73,2,82,0.890243902439024,0.865853658536585
"517","000000195815.jpg","animal","dog",480,640,"coco","dog",1,89,2,93,0.956989247311828,0.935483870967742
"518","000000200376.jpg","animal","dog",427,640,"coco","dog",1,90,0,98,0.918367346938776,0.918367346938776
"519","000000205854.jpg","animal","dog",426,640,"coco","dog",1,77,2,91,0.846153846153846,0.824175824175824
"520","000000207509.jpg","animal","dog",444,640,"coco","dog",1,92,0,97,0.948453608247423,0.948453608247423
"521","000000208913.jpg","animal","dog",427,640,"coco","dog",1,85,3,97,0.876288659793814,0.845360824742268
"522","000000210958.jpg","animal","dog",428,640,"coco","dog",1,83,4,95,0.873684210526316,0.831578947368421
"523","000000215223.jpg","animal","dog",427,640,"coco","dog",1,74,3,86,0.86046511627907,0.825581395348837
"524","000000224468.jpg","animal","dog",375,500,"coco","dog",1,80,1,90,0.888888888888889,0.877777777777778
"525","000000229603.jpg","animal","dog",480,640,"coco","dog",1,95,2,103,0.922330097087379,0.902912621359223
"526","000000235843.jpg","animal","dog",375,500,"coco","dog",1,85,0,99,0.858585858585859,0.858585858585859
"527","000000264193.jpg","animal","dog",480,640,"coco","dog",1,90,5,115,0.782608695652174,0.739130434782609
"528","000000266676.jpg","animal","dog",439,640,"coco","dog",1,74,1,97,0.762886597938144,0.752577319587629
"529","000000275885.jpg","animal","dog",480,640,"coco","dog",1,91,5,99,0.919191919191919,0.868686868686869
"530","000000278184.jpg","animal","dog",500,500,"coco","dog",1,79,0,94,0.840425531914894,0.840425531914894
"531","000000286480.jpg","animal","dog",480,640,"coco","dog",1,66,0,103,0.640776699029126,0.640776699029126
"532","000000287328.jpg","animal","dog",427,640,"coco","dog",1,64,3,73,0.876712328767123,0.835616438356164
"533","000000296760.jpg","animal","dog",400,500,"coco","dog",1,84,4,94,0.893617021276596,0.851063829787234
"534","000000304741.jpg","animal","dog",360,640,"coco","dog",1,89,3,106,0.839622641509434,0.811320754716981
"535","000000307048.jpg","animal","dog",375,500,"coco","dog",1,61,0,81,0.753086419753086,0.753086419753086
"536","000000308040.jpg","animal","dog",480,640,"coco","dog",1,58,0,77,0.753246753246753,0.753246753246753
"537","000000310757.jpg","animal","dog",480,640,"coco","dog",1,85,0,96,0.885416666666667,0.885416666666667
"538","000000330028.jpg","animal","dog",480,640,"coco","dog",1,83,3,96,0.864583333333333,0.833333333333333
"539","000000333407.jpg","animal","dog",480,640,"coco","dog",1,88,2,96,0.916666666666667,0.895833333333333
"540","000000335451.jpg","animal","dog",375,500,"coco","dog",1,83,0,109,0.761467889908257,0.761467889908257
"541","000000343707.jpg","animal","dog",480,640,"coco","dog",1,93,1,100,0.93,0.92
"542","000000363031.jpg","animal","dog",480,640,"coco","dog",1,91,0,107,0.850467289719626,0.850467289719626
"543","000000370423.jpg","animal","dog",419,640,"coco","dog",1,88,1,105,0.838095238095238,0.828571428571429
"544","000000372460.jpg","animal","dog",480,640,"coco","dog",1,81,0,98,0.826530612244898,0.826530612244898
"545","000000383662.jpg","animal","dog",480,640,"coco","dog",1,94,0,100,0.94,0.94
"546","000000387876.jpg","animal","dog",480,640,"coco","dog",1,79,1,95,0.831578947368421,0.821052631578947
"547","000000396217.jpg","animal","dog",375,500,"coco","dog",1,89,3,99,0.898989898989899,0.868686868686869
"548","000000396400.jpg","animal","dog",357,500,"coco","dog",1,82,0,102,0.803921568627451,0.803921568627451
"549","000000397034.jpg","animal","dog",399,500,"coco","dog",1,78,2,91,0.857142857142857,0.835164835164835
"550","000000398632.jpg","animal","dog",427,640,"coco","dog",1,72,0,87,0.827586206896552,0.827586206896552
"551","000000404602.jpg","animal","dog",480,640,"coco","dog",1,94,0,102,0.92156862745098,0.92156862745098
"552","000000408623.jpg","animal","dog",426,640,"coco","dog",1,77,1,96,0.802083333333333,0.791666666666667
"553","000000417926.jpg","animal","dog",480,640,"coco","dog",1,96,0,104,0.923076923076923,0.923076923076923
"554","000000428214.jpg","animal","dog",480,640,"coco","dog",1,87,1,103,0.844660194174757,0.83495145631068
"555","000000429638.jpg","animal","dog",480,640,"coco","dog",1,88,3,97,0.907216494845361,0.876288659793814
"556","000000432752.jpg","animal","dog",460,640,"coco","dog",1,69,2,109,0.63302752293578,0.614678899082569
"557","000000441674.jpg","animal","dog",375,500,"coco","dog",1,80,0,89,0.898876404494382,0.898876404494382
"558","000000462330.jpg","animal","dog",322,640,"coco","dog",1,91,0,101,0.900990099009901,0.900990099009901
"559","000000464871.jpg","animal","dog",480,640,"coco","dog",1,75,1,93,0.806451612903226,0.795698924731183
"560","000000466643.jpg","animal","dog",500,375,"coco","dog",1,64,0,97,0.65979381443299,0.65979381443299
"561","000000467232.jpg","animal","dog",334,500,"coco","dog",1,68,1,97,0.701030927835051,0.690721649484536
"562","000000469281.jpg","animal","dog",400,500,"coco","dog",1,73,0,95,0.768421052631579,0.768421052631579
"563","000000472924.jpg","animal","dog",334,500,"coco","dog",1,93,2,113,0.823008849557522,0.805309734513274
"564","000000482310.jpg","animal","dog",480,640,"coco","dog",1,95,0,107,0.88785046728972,0.88785046728972
"565","000000482392.jpg","animal","dog",480,640,"coco","dog",1,94,1,106,0.886792452830189,0.877358490566038
"566","000000489328.jpg","animal","dog",500,307,"coco","dog",1,84,1,107,0.785046728971963,0.775700934579439
"567","000000504341.jpg","animal","dog",480,640,"coco","dog",1,92,5,103,0.893203883495146,0.844660194174757
"568","000000506783.jpg","animal","dog",427,640,"coco","dog",1,90,0,112,0.803571428571429,0.803571428571429
"569","000000510368.jpg","animal","dog",400,640,"coco","dog",1,98,1,112,0.875,0.866071428571429
"570","000000522195.jpg","animal","dog",428,640,"coco","dog",1,87,2,99,0.878787878787879,0.858585858585859
"571","000000527845.jpg","animal","dog",480,640,"coco","dog",1,99,0,109,0.908256880733945,0.908256880733945
"572","000000529256.jpg","animal","dog",426,640,"coco","dog",1,89,0,102,0.872549019607843,0.872549019607843
"573","000000550063.jpg","animal","dog",480,640,"coco","dog",1,93,2,99,0.939393939393939,0.919191919191919
"574","000000555493.jpg","animal","dog",480,640,"coco","dog",1,91,4,100,0.91,0.87
"575","000000572254.jpg","animal","dog",480,640,"coco","dog",1,77,0,97,0.793814432989691,0.793814432989691
"576","000000575005.jpg","animal","dog",480,640,"coco","dog",1,95,5,112,0.848214285714286,0.803571428571429
"577","000000576136.jpg","animal","dog",375,500,"coco","dog",1,84,1,101,0.831683168316832,0.821782178217822
"578","n02087551_12257.jpg","animal","dog",498,500,"imagenet","hound, hound dog",1,81,0,84,0.964285714285714,0.964285714285714
"579","n02088364_6866.jpg","animal","dog",232,350,"imagenet","beagle",1,85,2,109,0.779816513761468,0.761467889908257
"580","n02088632_982.jpg","animal","dog",333,500,"imagenet","bluetick",1,65,1,91,0.714285714285714,0.703296703296703
"581","n02088839_5834.jpg","animal","dog",500,375,"imagenet","coonhound",1,80,0,100,0.8,0.8
"582","n02089078_3449.jpg","animal","dog",375,500,"imagenet","black-and-tan coonhound",1,70,2,97,0.721649484536082,0.701030927835051
"583","n02089555_6001.jpg","animal","dog",362,456,"imagenet","foxhound",1,66,1,95,0.694736842105263,0.684210526315789
"584","n02089973_1846.jpg","animal","dog",225,300,"imagenet","English foxhound",1,77,5,119,0.647058823529412,0.605042016806723
"585","n02090379_4673.jpg","animal","dog",333,500,"imagenet","redbone",1,86,1,106,0.811320754716981,0.80188679245283
"586","n02090475_12741.jpg","animal","dog",333,500,"imagenet","wolfhound",1,88,1,110,0.8,0.790909090909091
"587","n02090721_1131.jpg","animal","dog",375,500,"imagenet","Irish wolfhound",1,75,5,99,0.757575757575758,0.707070707070707
"588","n02090721_333.jpg","animal","dog",333,500,"imagenet","Irish wolfhound",1,76,0,105,0.723809523809524,0.723809523809524
"589","n02090827_12582.jpg","animal","dog",338,313,"imagenet","greyhound",1,84,2,95,0.884210526315789,0.863157894736842
"590","n02090827_160.jpg","animal","dog",500,333,"imagenet","greyhound",1,78,1,98,0.795918367346939,0.785714285714286
"591","n02090827_3313.jpg","animal","dog",375,500,"imagenet","greyhound",1,76,0,98,0.775510204081633,0.775510204081633
"592","n02090827_5607.jpg","animal","dog",500,500,"imagenet","greyhound",1,90,2,103,0.87378640776699,0.854368932038835
"593","n02091032_1121.jpg","animal","dog",295,288,"imagenet","Italian greyhound",1,82,2,96,0.854166666666667,0.833333333333333
"594","n02091244_1470.jpg","animal","dog",375,500,"imagenet","Ibizan hound, Ibizan Podenco",1,84,0,94,0.893617021276596,0.893617021276596
"595","n02091467_4631.jpg","animal","dog",363,500,"imagenet","Norwegian elkhound, elkhound",1,86,1,101,0.851485148514851,0.841584158415842
"596","n02091831_1565.jpg","animal","dog",500,375,"imagenet","Saluki, gazelle hound",1,81,1,84,0.964285714285714,0.952380952380952
"597","n02092002_14320.jpg","animal","dog",375,500,"imagenet","Scottish deerhound, deerhound",1,90,2,114,0.789473684210526,0.771929824561403
"598","n02092002_4921.jpg","animal","dog",213,300,"imagenet","Scottish deerhound, deerhound",1,87,0,115,0.756521739130435,0.756521739130435
"599","n02092339_4906.jpg","animal","dog",500,340,"imagenet","Weimaraner",1,89,4,99,0.898989898989899,0.858585858585859
"600","n01846331_1006.jpg","animal","duck",375,500,"imagenet","duck",1,64,2,103,0.621359223300971,0.601941747572815
"601","n01846331_10215.jpg","animal","duck",375,500,"imagenet","duck",1,81,3,104,0.778846153846154,0.75
"602","n01846331_10856.jpg","animal","duck",350,500,"imagenet","duck",1,54,7,94,0.574468085106383,0.5
"603","n01846331_10874.jpg","animal","duck",332,500,"imagenet","duck",1,63,10,88,0.715909090909091,0.602272727272727
"604","n01846331_1102.jpg","animal","duck",375,500,"imagenet","duck",1,93,15,105,0.885714285714286,0.742857142857143
"605","n01846331_11431.jpg","animal","duck",375,500,"imagenet","duck",1,72,6,88,0.818181818181818,0.75
"606","n01846331_1153.jpg","animal","duck",375,500,"imagenet","duck",1,82,6,97,0.845360824742268,0.783505154639175
"607","n01846331_11534.jpg","animal","duck",359,500,"imagenet","duck",1,88,10,108,0.814814814814815,0.722222222222222
"608","n01846331_11880.jpg","animal","duck",334,500,"imagenet","duck",1,66,8,106,0.622641509433962,0.547169811320755
"609","n01846331_12534.jpg","animal","duck",500,386,"imagenet","duck",1,76,9,117,0.64957264957265,0.572649572649573
"610","n01846331_12659.jpg","animal","duck",334,500,"imagenet","duck",1,88,6,105,0.838095238095238,0.780952380952381
"611","n01846331_12725.jpg","animal","duck",335,500,"imagenet","duck",1,94,7,109,0.862385321100917,0.798165137614679
"612","n01846331_12734.jpg","animal","duck",375,500,"imagenet","duck",1,87,22,104,0.836538461538462,0.625
"613","n01846331_13074.jpg","animal","duck",333,500,"imagenet","duck",1,77,5,102,0.754901960784314,0.705882352941177
"614","n01846331_13275.jpg","animal","duck",500,416,"imagenet","duck",1,88,2,101,0.871287128712871,0.851485148514851
"615","n01846331_13327.jpg","animal","duck",397,500,"imagenet","duck",1,68,4,85,0.8,0.752941176470588
"616","n01846331_13568.jpg","animal","duck",333,500,"imagenet","duck",1,48,3,84,0.571428571428571,0.535714285714286
"617","n01846331_13905.jpg","animal","duck",283,500,"imagenet","duck",1,69,8,84,0.821428571428571,0.726190476190476
"618","n01846331_14161.jpg","animal","duck",375,500,"imagenet","duck",1,74,5,100,0.74,0.69
"619","n01846331_14212.jpg","animal","duck",375,500,"imagenet","duck",1,71,13,97,0.731958762886598,0.597938144329897
"620","n01846331_14229.jpg","animal","duck",375,500,"imagenet","duck",1,76,3,108,0.703703703703704,0.675925925925926
"621","n01846331_14231.jpg","animal","duck",500,421,"imagenet","duck",1,85,2,114,0.745614035087719,0.728070175438597
"622","n01846331_14442.jpg","animal","duck",333,500,"imagenet","duck",1,70,10,86,0.813953488372093,0.697674418604651
"623","n01846331_14535.jpg","animal","duck",500,479,"imagenet","duck",1,79,1,90,0.877777777777778,0.866666666666667
"624","n01846331_14741.jpg","animal","duck",335,500,"imagenet","duck",1,86,11,114,0.754385964912281,0.657894736842105
"625","n01846331_1493.jpg","animal","duck",333,500,"imagenet","duck",1,87,16,109,0.798165137614679,0.651376146788991
"626","n01846331_15233.jpg","animal","duck",320,500,"imagenet","duck",1,65,7,92,0.706521739130435,0.630434782608696
"627","n01846331_15402.jpg","animal","duck",487,500,"imagenet","duck",1,81,2,93,0.870967741935484,0.849462365591398
"628","n01846331_15480.jpg","animal","duck",500,328,"imagenet","duck",1,73,8,96,0.760416666666667,0.677083333333333
"629","n01846331_15481.jpg","animal","duck",369,500,"imagenet","duck",1,81,3,98,0.826530612244898,0.795918367346939
"630","n01846331_15598.jpg","animal","duck",333,500,"imagenet","duck",1,76,12,99,0.767676767676768,0.646464646464647
"631","n01846331_1577.jpg","animal","duck",500,333,"imagenet","duck",1,86,10,100,0.86,0.76
"632","n01846331_1582.jpg","animal","duck",393,500,"imagenet","duck",1,93,12,117,0.794871794871795,0.692307692307692
"633","n01846331_16461.jpg","animal","duck",364,500,"imagenet","duck",1,93,5,113,0.823008849557522,0.778761061946903
"634","n01846331_1753.jpg","animal","duck",375,500,"imagenet","duck",1,85,15,101,0.841584158415842,0.693069306930693
"635","n01846331_17740.jpg","animal","duck",313,500,"imagenet","duck",1,73,8,100,0.73,0.65
"636","n01846331_1824.jpg","animal","duck",375,500,"imagenet","duck",1,75,4,103,0.728155339805825,0.689320388349515
"637","n01846331_1947.jpg","animal","duck",333,500,"imagenet","duck",1,80,12,107,0.747663551401869,0.635514018691589
"638","n01846331_2058.jpg","animal","duck",374,500,"imagenet","duck",1,79,6,101,0.782178217821782,0.722772277227723
"639","n01846331_2354.jpg","animal","duck",375,500,"imagenet","duck",1,89,2,105,0.847619047619048,0.828571428571429
"640","n01846331_2425.jpg","animal","duck",296,500,"imagenet","duck",1,88,18,101,0.871287128712871,0.693069306930693
